state,county,population,Discourse,expected Discourse,relative Discourse
Missouri,Cole County,77279,2681,3538.897004288689,-0.24241931970583713
Missouri,Cooper County,17103,1970,2666.925536764039,-0.2613217081455022
Missouri,Crawford County,23056,2286,2788.051377905308,-0.18007249862178096
Missouri,Dade County,7569,1465,2305.9061772352266,-0.3646749315028377
Missouri,Dallas County,17071,2199,2653.6790114996475,-0.1713391143123596
Missouri,Daviess County,8430,1148,2332.4391703112005,-0.5078113870610265
Missouri,DeKalb County,11029,751,2413.916797796328,-0.6888873714762702
Missouri,Dent County,14421,1749,2549.3934867888947,-0.31395447228392964
Missouri,Douglas County,11578,2512,2435.3885000173623,0.03145760932273908
Missouri,Dunklin County,28283,2227,2927.058129792209,-0.2391678261073366
Missouri,Franklin County,104682,4774,3740.315160262231,0.2763630323775438
Missouri,Gasconade County,14794,1251,2554.062033882889,-0.5101920065355148
Missouri,Gentry County,6162,1654,2154.5563889633004,-0.23232457109379773
Missouri,Greene County,298915,4955,4456.037217360697,0.1119745545875037
Missouri,Grundy County,9808,1642,2372.759978778891,-0.30797888758852326
Missouri,Harrison County,8157,3685,2333.1146098439417,0.5794337682564525
Missouri,Henry County,21946,3167,2768.6629768138455,0.14387342429252892
Missouri,Hickory County,8279,2404,2330.0634920032685,0.031731542187790215
Missouri,Holt County,4223,1778,1839.6025864699507,-0.03348689924825615
Missouri,Howard County,10151,1928,2381.4959343133796,-0.19042481987025905
Missouri,Howell County,39750,2090,3123.6671818471664,-0.3309146338810372
Missouri,Iron County,9537,2464,2356.2503330397485,0.045729295164171256
Missouri,Jackson County,717204,7114,4857.014485150366,0.4646857697768963
Missouri,Jasper County,122761,4267,3849.7226405841707,0.1083915383972987
Missouri,Jefferson County,226739,6372,4258.2900303063925,0.496375294930656
Missouri,Johnson County,54013,4262,3268.104651785555,0.3041198046309266
Missouri,Knox County,3744,2072,1797.1073915105362,0.15296392958375526
Missouri,Laclede County,36039,2415,3032.6031502756978,-0.2036544577946345
Missouri,Lafayette County,32984,2073,2988.4034991844874,-0.3063185742602343
Missouri,Lawrence County,38001,4746,3084.007290929008,0.5389068676845907
Missouri,Lewis County,10032,1262,2370.8353098643543,-0.46769815906267886
Missouri,Lincoln County,59574,5317,3333.9705557960215,0.5947951282162744
Missouri,Linn County,11874,1769,2424.9615234676685,-0.2705038892863136
Missouri,Livingston County,14557,1853,2545.9137647376824,-0.27216702086886146
Missouri,McDonald County,23303,2842,2801.642007070826,0.01440512129219864
Missouri,Macon County,15209,1545,2564.693742464446,-0.39758889164076555
Missouri,Madison County,12626,1547,2461.406355845,-0.3714975195678669
Missouri,Maries County,8432,3585,2332.4391703112005,0.5370175761204007
Missouri,Marion County,28525,2482,2929.690819188875,-0.1528116264885673
Missouri,Mercer County,3538,1930,1764.0488781273173,0.09407399303405554
Missouri,Miller County,24722,1628,2842.809250430572,-0.42732703583491466
Missouri,Mississippi County,12577,2560,2456.372874885247,0.042187049928075065
Missouri,Moniteau County,15473,1436,2580.634723378134,-0.4435477493226047
Missouri,Monroe County,8666,2717,2329.1185895752155,0.16653570675228102
Missouri,Montgomery County,11322,2963,2423.588999293264,0.22256702801672737
Missouri,Morgan County,21006,3945,2734.7063191329876,0.4425680638536442
Missouri,New Madrid County,16434,1464,2613.4795814711133,-0.43982726692055407
Missouri,Newton County,58648,2282,3320.421361215251,-0.3127378269953052
Missouri,Nodaway County,21241,3436,2742.6334456793315,0.2528105078762818
Missouri,Oregon County,8635,2402,2331.78460360557,0.030112299517656208
Missouri,Osage County,13274,3011,2500.7513081914885,0.20403815850745943
Missouri,Ozark County,8553,3001,2328.1193227297626,0.28902327758753893
Missouri,Pemiscot County,15661,1479,2585.963290071192,-0.42806612697147656
Missouri,Perry County,18956,2316,2697.094492804875,-0.14129816134419196
Missouri,Pettis County,42980,3282,3151.9548792579685,0.04125856039304936
Missouri,Phelps County,44638,2263,3185.640333231107,-0.28962476510814966
Missouri,Pike County,17587,2726,2669.2887610081775,0.021245823913933884
Missouri,Platte County,106718,4266,3750.5661147176215,0.13742828936137425
Missouri,Polk County,31519,1848,2964.8503567314574,-0.3766970411156628
Missouri,Pulaski County,53955,3082,3268.930087362573,-0.05718387434629759
Missouri,Putnam County,4681,2405,1939.0774665812364,0.24028051557951724
Missouri,Ralls County,10355,1578,2380.1521454615286,-0.3370171721967738
Missouri,Randolph County,24716,2562,2842.809250430572,-0.09877878735199715
Missouri,Ray County,23158,2219,2802.048023317758,-0.2080792400650584
Missouri,Reynolds County,6096,1558,2134.2421539781426,-0.26999848770864643
Missouri,Ripley County,10679,2201,2395.893182917588,-0.08134468777955192
Missouri,St. Charles County,405262,3204,4624.453987371013,-0.3071614489516278
Missouri,St. Clair County,9284,1448,2367.624508153237,-0.3884165352176348
Missouri,Ste. Genevieve County,18479,0,2688.0730710142716,-1.0
Missouri,St. Francois County,66922,1313,3437.440985334719,-0.6180298060092667
Missouri,St. Louis County,1004125,4064,4977.2195198799745,-0.18347985581757037
Missouri,Saline County,23333,2994,2801.0605065728073,0.06888087314588599
Missouri,Schuyler County,4032,1027,1822.5698066988662,-0.4365099233920942
Missouri,Scotland County,4716,1602,1949.970481869312,-0.17844910223242708
Missouri,Scott County,38059,1687,3089.0389235870116,-0.45387544743494357
Missouri,Shannon County,7031,1762,2224.574972192327,-0.20793858511158997
Missouri,Shelby County,6103,2185,2134.2421539781426,0.023782608701288555
Missouri,Stoddard County,28672,2137,2930.3581887905593,-0.27073761556705817
Missouri,Stone County,31076,2742,2956.423657086873,-0.07252805482491517
Missouri,Sullivan County,5999,1597,2104.6890035621036,-0.2412180624799483
Missouri,Taney County,56066,3685,3277.7957705518497,0.12423111687022324
Missouri,Texas County,24487,4772,2836.532205390417,0.6823359138780473
Missouri,Vernon County,19707,2394,2719.084617507452,-0.11955663880936988
Missouri,Warren County,35532,4118,3023.796454830777,0.36186415372672925
Missouri,Washington County,23514,3422,2801.2135012727076,0.22161341805801069
Missouri,Wayne County,10974,3058,2413.2301944220353,0.2671812274967768
Missouri,Webster County,39085,3088,3111.9252779058615,-0.0076882559088828194
Missouri,Worth County,1973,1252,1407.3026766504631,-0.11035485061401344
Missouri,Wright County,18188,2261,2680.7375479900356,-0.15657539780600552
Missouri,St. Louis,301578,0,4468.042703297523,-1.0
Montana,Beaverhead County,9371,1933,2365.964082771384,-0.18299689582110187
Montana,Big Horn County,13124,1851,2489.026701005234,-0.2563358202415251
Montana,Blaine County,7044,2221,2226.445365163511,-0.0024457663541682753
Montana,Broadwater County,6774,2278,2225.853074225302,0.023427838242579217
Montana,Carbon County,10473,2819,2392.670065542297,0.17818166432448584
Montana,Carter County,1415,1271,1264.5467872104198,0.005103182305983282
Montana,Cascade County,84414,2939,3596.2654562135463,-0.182763331632802
Montana,Chouteau County,5895,580,2090.8557619024746,-0.7226016205573853
Montana,Custer County,11867,1136,2424.9615234676685,-0.5315389588633421
Montana,Daniels County,1661,863,1298.9309285368404,-0.3356074745466933
Montana,Dawson County,8940,1890,2325.523802502781,-0.187279873047982
Montana,Deer Lodge County,9421,1682,2364.64394780745,-0.2886878375242972
Montana,Fallon County,3049,991,1666.5957052680717,-0.40537468273350813
Montana,Fergus County,11446,1708,2433.045589714374,-0.2979991796205883
Montana,Flathead County,104357,3069,3727.9855104314734,-0.17676718661795524
Montana,Gallatin County,118960,3363,3828.3478891236105,-0.12155318758926541
Montana,Garfield County,1173,1018,1183.0432679290739,-0.13950738100896626
Montana,Glacier County,13778,2022,2522.986795182357,-0.1985689327185506
Montana,Golden Valley County,823,274,1102.2202932488574,-0.7514108552725252
Montana,Granite County,3309,2221,1728.6337042420164,0.2848297441787298
Montana,Hill County,16309,2063,2614.1098891863835,-0.21082124032586524
Montana,Jefferson County,12085,3309,2425.723109342229,0.3641293135461306
Montana,Judith Basin County,2023,0,1425.1161198546667,-1.0
Montana,Lake County,31134,3222,2959.7553361792066,0.08860349388180482
Montana,Lewis and Clark County,70973,1913,3463.5795291847917,-0.4476812257721552
Montana,Liberty County,1959,978,1414.102442235146,-0.3083952259822405
Montana,Lincoln County,19677,2831,2718.9944068578648,0.04119375636067291
Montana,McCone County,1729,485,1324.7247021459752,-0.6338861959663552
Montana,Madison County,8623,3408,2330.158257890186,0.4625616043288548
Montana,Meagher County,1927,337,1402.295022946505,-0.759679671905349
Montana,Mineral County,4535,1989,1916.8841991245047,0.03762136539517236
Montana,Missoula County,117922,3627,3814.695625898612,-0.04920330330533181
Montana,Musselshell County,4730,799,1950.5268513304782,-0.5903670849468222
Montana,Park County,17191,2189,2663.910792965187,-0.17827578694426394
Montana,Petroleum County,496,1190,1164.1352511709065,0.02221799297210382
Montana,Phillips County,4217,1156,1839.6025864699507,-0.37160340581045226
Montana,Pondera County,5898,430,2090.7113392927586,-0.7943283743104108
Montana,Powder River County,1694,788,1313.9423812445166,-0.4002781162644011
Montana,Powell County,6946,1685,2226.907154400342,-0.24334519440091598
Montana,Prairie County,1088,1124,1193.8678795694962,-0.058522287738145884
Montana,Ravalli County,44174,4300,3169.9830086989436,0.3564741477162836
Montana,Richland County,11491,1433,2432.513400568743,-0.41089738717782515
Montana,Roosevelt County,10794,1385,2407.9693474711976,-0.4248265653985588
Montana,Rosebud County,8329,1604,2333.4253062004727,-0.3125985238362737
Montana,Sanders County,12400,1616,2456.3328952603674,-0.3421087169747378
Montana,Sheridan County,3539,2477,1764.0488781273173,0.4041561040131376
Montana,Silver Bow County,35133,853,3022.1544312953447,-0.7177510218647595
Montana,Stillwater County,8963,1179,2327.3061812256683,-0.49340571966380314
Montana,Sweet Grass County,3678,858,1787.8470839090442,-0.520093184857833
Montana,Teton County,6226,1316,2176.0171331092656,-0.3952253500322422
Montana,Toole County,4971,1009,1982.2828395554109,-0.4909909020721281
Montana,Treasure County,762,321,1085.7634798500264,-0.7043555010301702
Montana,Valley County,7578,2356,2304.949697424923,0.022148120035812447
Montana,Wheatland County,2069,786,1447.174564662208,-0.45687270962818227
Montana,Wibaux County,937,1921,1073.3877114636534,0.789660883466382
Montana,Yellowstone County,164731,3610,4092.5144577569586,-0.11790171121873494
Nebraska,Adams County,31205,3441,2964.390001670545,0.1607784394296524
Nebraska,Antelope County,6295,961,2181.875793697864,-0.5595532968577978
Nebraska,Arthur County,434,919,1179.5405195209207,-0.22088306014849002
Nebraska,Banner County,674,1629,1137.42193426691,0.4321862019039762
Nebraska,Blaine County,431,644,1185.6585302854191,-0.4568419291471953
Nebraska,Boone County,5379,1786,2046.732375151685,-0.12738957878279608
Nebraska,Box Butte County,10842,958,2412.636338051665,-0.6029239944327304
Nebraska,Boyd County,1810,1516,1336.6875356450325,0.13414688143137232
Nebraska,Brown County,2903,1691,1632.3969077364948,0.03590002651056545
Nebraska,Buffalo County,50084,2232,3250.1164521776564,-0.3132553762790542
Nebraska,Burt County,6722,2523,2223.544296025164,0.13467494419164344
Nebraska,Butler County,8369,2354,2327.9155467842706,0.011205068522250226
Nebraska,Cass County,26598,3968,2891.220080116216,0.3724309772504421
Nebraska,Cedar County,8380,1607,2327.7942430495505,-0.30964688790761274
Nebraska,Chase County,3893,1960,1814.7618554695673,0.08003151713416001
Nebraska,Cherry County,5455,2106,2043.6252711379652,0.03052160772473823
Nebraska,Cheyenne County,9468,1780,2360.1760016859166,-0.2458189564132024
Nebraska,Clay County,6104,1387,2134.2421539781426,-0.35012060491135594
Nebraska,Colfax County,10582,1557,2390.481234642138,-0.3486667130298191
Nebraska,Cuming County,9013,1011,2341.7801719942695,-0.5682771542390214
Nebraska,Custer County,10545,2055,2392.8473015278614,-0.14119049774389777
Nebraska,Dakota County,21582,3506,2753.6787715934397,0.27320587868396257
Nebraska,Dawes County,8199,1238,2330.402254918867,-0.4687612418041104
Nebraska,Dawson County,24111,2553,2821.3547533537003,-0.0951155656815972
Nebraska,Deuel County,1838,1115,1356.120105048282,-0.17780143819908742
Nebraska,Dixon County,5606,1169,2048.7321350247335,-0.42940320014754524
Nebraska,Dodge County,37167,4964,3062.9931136438904,0.6206370095604219
Nebraska,Douglas County,584526,4214,4800.465250813186,-0.12216841913684098
Nebraska,Dundy County,1654,1155,1292.8911607348248,-0.10665334014384725
Nebraska,Fillmore County,5551,1609,2049.5784868094147,-0.2149605343951793
Nebraska,Franklin County,2889,1017,1628.924141166965,-0.3756615337093483
Nebraska,Frontier County,2519,927,1516.4945480956972,-0.3887218380283274
Nebraska,Furnas County,4636,759,1940.8893523327074,-0.6089421588676467
Nebraska,Gage County,21704,2115,2758.2715062204434,-0.23321544118109472
Nebraska,Garden County,1874,1467,1365.9868043293661,0.07394888102175079
Nebraska,Garfield County,1813,856,1336.6875356450325,-0.3596109957089349
Nebraska,Gosper County,1893,610,1376.7825647298048,-0.5569380266522236
Nebraska,Grant County,611,1710,1156.1160304488974,0.4790902945407998
Nebraska,Greeley County,2188,1002,1497.111741268801,-0.3307112806751447
Nebraska,Hall County,62895,4906,3366.1774187248225,0.4574395195896994
Nebraska,Hamilton County,9429,2741,2363.4645159359484,0.15973816468090485
Nebraska,Harlan County,3073,1890,1656.4317923410472,0.14100683694850433
Nebraska,Hayes County,856,448,1068.9365873239742,-0.5808918832860384
Nebraska,Hitchcock County,2616,766,1550.9598946109882,-0.5061123097627691
Nebraska,Holt County,10127,2605,2381.4959343133796,0.09385028228110742
Nebraska,Hooker County,711,842,1079.5973315058293,-0.2200795839078511
Nebraska,Howard County,6475,2019,2220.8542092298812,-0.09089034678232104
Nebraska,Jefferson County,7240,2199,2263.7782615611377,-0.028615108935830837
Nebraska,Johnson County,5290,3814,2025.7559703905474,0.8827539228551282
Nebraska,Kearney County,6688,3866,2223.4542457505527,0.7387360263376983
Nebraska,Keith County,8335,1474,2336.0333122433262,-0.3690158473876827
Nebraska,Keya Paha County,769,751,1073.2762943930168,-0.30027337422492656
Nebraska,Kimball County,3434,1069,1752.7935267471921,-0.3901164149186276
Nebraska,Knox County,8391,1553,2332.176174821514,-0.33409833409396955
Nebraska,Lancaster County,322608,5042,4483.500431854807,0.12456775161146659
Nebraska,Lincoln County,34676,5051,3017.117920752078,0.6741142151782172
Nebraska,Logan County,716,549,1079.5973315058293,-0.4914770683674706
Nebraska,Loup County,607,984,1156.142472425154,-0.14889382280374452
Nebraska,McPherson County,399,692,1099.757027658452,-0.37077010412620687
Nebraska,Madison County,35585,4229,3026.0919440681414,0.39751206445985354
Nebraska,Merrick County,7668,751,2307.9077456817213,-0.674597045135283
Nebraska,Morrill County,4555,1647,1929.1979718319453,-0.14627735253317378
Nebraska,Nance County,3380,936,1741.69515514831,-0.46259252244386184
Nebraska,Nemaha County,7074,1605,2235.312462598034,-0.2819795769694951
Nebraska,Nuckolls County,4095,1065,1833.1716536088995,-0.4190396748153003
Nebraska,Otoe County,15912,1958,2585.921452408707,-0.2428230957378142
Nebraska,Pawnee County,2544,1405,1521.6826908596206,-0.07668004082618884
Nebraska,Perkins County,2858,1710,1620.3070747345603,0.055355510485648705
Nebraska,Phelps County,8968,3457,2327.3061812256683,0.48540833513336096
Nebraska,Pierce County,7317,1492,2287.390224585337,-0.3477282608084622
Nebraska,Platte County,34296,3148,3008.788653396484,0.04626823703498312
Nebraska,Polk County,5214,2116,2008.049177809708,0.053759053006879054
Nebraska,Red Willow County,10702,1147,2398.690099141758,-0.5218223477845711
Nebraska,Richardson County,7871,987,2322.1182871284823,-0.5749570530188114
Nebraska,Rock County,1262,814,1195.628852845063,-0.3191867208096866
Nebraska,Saline County,14292,2934,2540.6111837443927,0.1548402285137644
Nebraska,Sarpy County,190604,5098,4138.195550897951,0.23193791528140334
Nebraska,Saunders County,22278,1907,2773.5293853128223,-0.3124284133788212
Nebraska,Scotts Bluff County,36084,1149,3033.0698842762135,-0.621175889828141
Nebraska,Seward County,17609,2930,2669.3998967671723,0.09762497689028624
Nebraska,Sheridan County,5127,1909,2006.9734632130599,-0.04881652149810165
Nebraska,Sherman County,2959,1303,1644.8208159922094,-0.20781644582118933
Nebraska,Sioux County,1135,2408,1171.4794819964648,1.055520422684848
Nebraska,Stanton County,5842,1152,2089.7867019163086,-0.4487475688578025
Nebraska,Thayer County,5034,3141,1994.7820090684534,0.5746081455120106
Nebraska,Thomas County,669,1322,1137.42193426691,0.16227756839598315
Nebraska,Thurston County,6773,1576,2225.853074225302,-0.29195685993401893
Nebraska,Valley County,4059,3055,1825.6223368182712,0.6734019618341827
Nebraska,Washington County,20865,4403,2734.4867889690954,0.6101741715343726
Nebraska,Wayne County,9697,1473,2365.021329473691,-0.3771726361859918
Nebraska,Webster County,3395,2714,1748.330590039336,0.5523379934334601
Nebraska,Wheeler County,774,543,1073.2762943930168,-0.4940724929482492
Nebraska,York County,14125,2803,2539.5787715315873,0.10372634683410381
Nevada,Churchill County,25516,3194,2867.1654509326354,0.11399221797997441
Nevada,Clark County,2265461,5678,5242.656983347207,0.08303862297983984
Nevada,Douglas County,49488,3044,3233.040472934457,-0.05847142172113761
Nevada,Elko County,53702,3563,3271.081976215345,0.08924203853869943
Nevada,Esmeralda County,729,1201,1082.8980687121832,0.10906098616305354
Nevada,Eureka County,1855,1406,1357.8130896655155,0.035488618206173675
Nevada,Humboldt County,17285,2919,2663.290632505662,0.09601256594882512
Nevada,Lander County,5734,2256,2065.2115227929526,0.09238205147578721
Nevada,Lincoln County,4499,2306,1909.9592646502913,0.2073555926975347
Nevada,Lyon County,59235,2440,3322.6043212007976,-0.2656363008887625
Nevada,Mineral County,4554,1778,1929.1979718319453,-0.07837348682694777
Nevada,Nye County,51591,2767,3250.289427429436,-0.14869119757487445
Nevada,Pershing County,6650,1205,2229.1108618424278,-0.45942571963243184
Nevada,Storey County,4104,2002,1832.4945168546342,0.09249985830042848
Nevada,Washoe County,486492,4410,4690.10368680335,-0.05972228025394914
Nevada,White Pine County,9080,1293,2347.050263321423,-0.4490957350993352
Nevada,Carson City,58639,0,3320.421361215251,-1.0
New Hampshire,Belknap County,63705,0,3374.7450441854667,-1.0
New Hampshire,Carroll County,50107,1766,3250.1164521776564,-0.45663485417061367
New Hampshire,Cheshire County,76458,2028,3526.059132760011,-0.4248536613699414
New Hampshire,Coos County,31268,932,2965.259295718327,-0.685693591334236
New Hampshire,Grafton County,91118,2073,3676.972551193905,-0.4362209749629756
New Hampshire,Hillsborough County,422937,2315,4619.792094809115,-0.4988951986386623
New Hampshire,Merrimack County,153808,1639,4076.5194687560906,-0.5979413289788299
New Hampshire,Rockingham County,314176,1986,4488.803885773819,-0.5575658793439054
New Hampshire,Strafford County,130889,439,3880.8634953289416,-0.8868808448098249
New Hampshire,Sullivan County,43063,659,3159.3903361223074,-0.7914154536508373
New Jersey,Atlantic County,274534,3610,4408.365100068903,-0.18110230934738702
New Jersey,Bergen County,955732,3879,4943.065418560682,-0.2152642800488195
New Jersey,Burlington County,461860,3801,4670.629408072884,-0.18619105308800252
New Jersey,Camden County,523485,3568,4737.805514704739,-0.24690872410739753
New Jersey,Cape May County,95263,4530,3692.074924139984,0.22695234876773218
New Jersey,Cumberland County,154152,2898,4077.2131903605095,-0.28922039032652175
New Jersey,Essex County,863728,3320,4963.5906916680315,-0.33112937664803643
New Jersey,Gloucester County,302294,3375,4467.116386217432,-0.24447905355387223
New Jersey,Hudson County,724854,3280,4862.236219054802,-0.3254132764784476
New Jersey,Hunterdon County,128947,2369,3870.4908959888603,-0.38793293572784615
New Jersey,Mercer County,387340,3116,4589.036431480411,-0.3209903546146426
New Jersey,Middlesex County,863162,3458,4963.5906916680315,-0.30332692302678016
New Jersey,Monmouth County,643615,4421,4797.912802594221,-0.07855765998715629
New Jersey,Morris County,509285,2996,4733.532125393761,-0.36706883556837033
New Jersey,Ocean County,637229,4551,4793.058843542785,-0.050501955315839134
New Jersey,Passaic County,524118,3536,4737.805514704739,-0.25366290595396795
New Jersey,Salem County,64837,2420,3401.9393297216257,-0.2886410469295394
New Jersey,Somerset County,345361,2199,4516.504831367887,-0.5131190860845373
New Jersey,Sussex County,144221,2267,4026.7007409373964,-0.4370080753822661
New Jersey,Union County,575345,3658,4786.328431742305,-0.23573986779916276
New Jersey,Warren County,109632,3124,3773.9591089747105,-0.1722220856683548
New Mexico,Bernalillo County,676444,3894,4825.9504085191,-0.19311230527233703
New Mexico,Catron County,3579,1269,1773.5305080548035,-0.28447805423328704
New Mexico,Chaves County,65157,1362,3402.5151444079715,-0.5997078801431803
New Mexico,Cibola County,27172,1720,2893.9546750166223,-0.40565758861094786
New Mexico,Colfax County,12387,1706,2456.068989519373,-0.30539410444905857
New Mexico,Curry County,48430,2523,3215.865914838569,-0.2154523643667991
New Mexico,De Baca County,1698,988,1313.9423812445166,-0.24806444018937593
New Mexico,Doña Ana County,219561,0,4210.708844640862,-1.0
New Mexico,Eddy County,62314,2795,3362.280403781715,-0.16871894537518883
New Mexico,Grant County,28185,2197,2921.7654158447076,-0.24805736008589577
New Mexico,Guadalupe County,4452,1076,1896.7186197948608,-0.43270446719378197
New Mexico,Harding County,657,651,1180.6878106561278,-0.44862647507284037
New Mexico,Hidalgo County,4178,1087,1832.7626110263518,-0.40690627719032463
New Mexico,Lea County,74455,2630,3508.992610531462,-0.25049713923402434
New Mexico,Lincoln County,20269,2815,2727.9101370774865,0.031925488211212175
New Mexico,Los Alamos County,19419,1670,2715.4833762500316,-0.38500820347270925
New Mexico,Luna County,25427,1459,2868.3924348907112,-0.4913527234792092
New Mexico,McKinley County,72902,2080,3477.4706637809754,-0.40186411299916963
New Mexico,Mora County,4189,1851,1833.82453899992,0.00936592385738646
New Mexico,Otero County,67839,1273,3450.9769115327886,-0.6311189461321016
New Mexico,Quay County,8746,927,2327.0921386397517,-0.6016487767683077
New Mexico,Rio Arriba County,40363,1999,3135.596024577625,-0.36248165122952286
New Mexico,Roosevelt County,19191,1273,2695.185225187422,-0.5276762472191587
New Mexico,Sandoval County,148834,3534,4059.5316349042128,-0.1294562235666906
New Mexico,San Juan County,121661,2169,3837.3484823459335,-0.4347659562380953
New Mexico,San Miguel County,27201,1652,2894.2155123389875,-0.42920629339557353
New Mexico,Santa Fe County,154823,2221,4078.7762321756586,-0.45547392806707193
New Mexico,Sierra County,11576,2849,2435.3885000173623,0.16983388891738996
New Mexico,Socorro County,16595,1661,2626.978292163404,-0.3677146077091824
New Mexico,Taos County,34489,1579,3016.053206020483,-0.4764681217002122
New Mexico,Torrance County,15045,1920,2563.31391750377,-0.2509696190977061
New Mexico,Union County,4079,1450,1825.9638583162898,-0.20589884986166365
New Mexico,Valencia County,76205,3667,3522.5260410741666,0.041014305427754104
New York,Albany County,314848,4167,4498.693924703532,-0.07373116070024492
New York,Allegany County,46456,1762,3212.2489264382352,-0.45147463962149464
New York,The Bronx,1472654,1051,5098.741230918503,-0.7938706923138616
New York,Broome County,198683,3762,4163.760001881242,-0.09648971163076674
New York,Cattaraugus County,77042,2950,3537.945098726259,-0.1661826518839799
New York,Cayuga County,76248,2865,3522.301697460871,-0.18661141319458846
New York,Chautauqua County,127657,1880,3848.685789304537,-0.5115215679013073
New York,Chemung County,84148,2025,3588.785946768813,-0.4357423290115082
New York,Chenango County,47220,1904,3205.560250214659,-0.406032065729384
New York,Clinton County,79843,1655,3555.7592048963584,-0.534557908836732
New York,Columbia County,61570,2569,3343.4533385825625,-0.2316327641380775
New York,Cortland County,46809,1629,3210.6886157883955,-0.4926322060664879
New York,Delaware County,44308,3245,3170.627107281804,0.02345683998833792
New York,Dutchess County,295911,2885,4456.818159174381,-0.3526772022185348
New York,Erie County,954236,4784,4943.065418560682,-0.03217950908830949
New York,Essex County,37381,2578,3065.8896206063337,-0.15913476379813207
New York,Franklin County,47555,2928,3207.9590624704665,-0.08727014809686146
New York,Fulton County,53324,2934,3266.647138244172,-0.10183136536227484
New York,Genesee County,58388,2811,3311.4133428343307,-0.15111775276172953
New York,Greene County,47931,2683,3215.402737985126,-0.16557886565673152
New York,Hamilton County,5107,1712,2011.3027136776404,-0.148810376301024
New York,Herkimer County,60139,3226,3331.0372715973863,-0.031532901926076634
New York,Jefferson County,116721,2544,3810.8261267370513,-0.3324282149345259
New York,Brooklyn,2736074,3438,5382.486429000258,-0.3612617429973579
New York,Lewis County,26582,2361,2890.907678570856,-0.18330148779874572
New York,Livingston County,61834,1937,3352.679528217995,-0.4222531608830661
New York,Madison County,68016,2818,3449.396630198202,-0.18304552879496547
New York,Monroe County,759443,4507,4903.834922007967,-0.08092338513007605
New York,Montgomery County,49532,2607,3236.8852735726305,-0.19459610716366554
New York,Nassau County,1395774,5141,5084.826405702262,0.011047298337411053
New York,New York County,1694251,6254,5163.621895516544,0.21116536542503364
New York,Niagara County,212666,4503,4208.35789722557,0.07001355634906377
New York,Oneida County,232125,2635,4282.822558169965,-0.3847515361164236
New York,Onondaga County,476516,2492,4693.644221561103,-0.4690692599680761
New York,Ontario County,112458,2895,3785.116894532808,-0.23516232637847612
New York,Orange County,401310,5677,4621.591730657245,0.22836466976122616
New York,Orleans County,40343,2145,3135.596024577625,-0.31591953070901774
New York,Oswego County,117525,1628,3817.036690808827,-0.5734911315052023
New York,Otsego County,58524,3145,3318.9160795748744,-0.05240146945720652
New York,Putnam County,97668,2886,3703.364825372192,-0.2207086970671452
New York,Queens,2405464,2062,5316.754721751323,-0.6121694326871668
New York,Rensselaer County,161130,1413,4096.781573350959,-0.6550951094899995
New York,Staten Island,495747,1302,4710.202602343877,-0.7235787693395391
New York,Rockland County,338329,3594,4503.501545796082,-0.2019543096737873
New York,St. Lawrence County,108505,1671,3748.543823740813,-0.5542269002120279
New York,Saratoga County,235509,3268,4288.493382709863,-0.2379608155218889
New York,Schenectady County,158061,1791,4071.4559218169784,-0.5601082181921974
New York,Schoharie County,29714,1585,2940.240452954836,-0.46092844263565863
New York,Schuyler County,17898,1660,2672.18903303201,-0.3787864632778339
New York,Seneca County,33814,2215,2999.3372439473933,-0.2615035189957952
New York,Steuben County,93584,3058,3689.0780594182265,-0.1710666050578904
New York,Suffolk County,1525920,5084,5107.467906161187,-0.004594822051231554
New York,Sullivan County,78624,4091,3550.317413158322,0.1522913373429034
New York,Tioga County,48455,1724,3215.865914838569,-0.46390799689590234
New York,Tompkins County,105740,2239,3749.37129291304,-0.4028332152027469
New York,Ulster County,181851,3313,4104.319975416026,-0.19280172602425216
New York,Warren County,65737,2295,3414.1673275383596,-0.32780095999140374
New York,Washington County,61302,3058,3343.1283854784397,-0.08528789582743905
New York,Wayne County,91283,3336,3679.9785274332908,-0.09347297134182159
New York,Westchester County,1004457,4924,4977.2195198799745,-0.01069262058211528
New York,Wyoming County,40531,2203,3135.355964504084,-0.29736845674285467
New York,Yates County,24774,1260,2847.8604303889906,-0.5575625874938345
North Carolina,Alamance County,171415,3217,4068.0121311110365,-0.20919606522378095
North Carolina,Alexander County,36444,1637,3041.5848427785745,-0.4617937408891893
North Carolina,Alleghany County,10888,1102,2414.2403365549058,-0.5435417164918461
North Carolina,Anson County,22055,2581,2773.1928296639126,-0.0693038102536868
North Carolina,Ashe County,26577,2088,2890.907678570856,-0.2777354961981284
North Carolina,Avery County,17806,2126,2674.2340585834327,-0.20500601165547847
North Carolina,Beaufort County,44652,2495,3185.640333231107,-0.21679796241486232
North Carolina,Bertie County,17934,2036,2672.63272820134,-0.23820434490817172
North Carolina,Bladen County,29606,1863,2938.8359411499437,-0.36607553558398964
North Carolina,Brunswick County,136693,2934,3919.771720739734,-0.25148702296206693
North Carolina,Buncombe County,269452,3904,4402.023791899216,-0.11313518859568633
North Carolina,Burke County,87570,2123,3640.902662240107,-0.41690284060112714
North Carolina,Cabarrus County,225804,2707,4256.818016583642,-0.364078992934602
North Carolina,Caldwell County,80652,2071,3562.227305866289,-0.4186221646806565
North Carolina,Camden County,10355,1403,2380.1521454615286,-0.41054188377190975
